Open Time,Open,High,Low,Close Price,Volume
2024-01-20 12:00:00,0.226,0.226,0.1714,0.195,79318957.0
2024-01-20 16:00:00,0.195,0.1972,0.1867,0.1932,28259769.0
2024-01-20 20:00:00,0.1931,0.207,0.1891,0.2064,25593791.0
2024-01-21 00:00:00,0.2061,0.219,0.1905,0.202,64186131.0
2024-01-21 04:00:00,0.202,0.277,0.2009,0.26,265320465.8
2024-01-21 08:00:00,0.2602,0.2813,0.2557,0.2614,161094929.2
2024-01-21 12:00:00,0.2614,0.2966,0.252,0.2755,278899178.9
2024-01-21 16:00:00,0.2755,0.2892,0.2635,0.28,150404229.8
2024-01-21 20:00:00,0.28,0.2965,0.267,0.283,135241016.1
2024-01-22 00:00:00,0.2829,0.3124,0.2566,0.2625,311876653.8
2024-01-22 04:00:00,0.2627,0.2794,0.2433,0.2475,223455722.4
2024-01-22 08:00:00,0.2475,0.2717,0.2472,0.2641,118306773.1
2024-01-22 12:00:00,0.2641,0.3048,0.263,0.2815,317091271.3
2024-01-22 16:00:00,0.2816,0.32,0.2519,0.2674,402324357.4
2024-01-22 20:00:00,0.2674,0.2775,0.2417,0.2448,104706906.0
2024-01-23 00:00:00,0.2449,0.2658,0.2339,0.2449,141119095.7
2024-01-23 04:00:00,0.245,0.2528,0.2236,0.2254,109765793.9
2024-01-23 08:00:00,0.2256,0.2357,0.2023,0.23,267485049.7
2024-01-23 12:00:00,0.23,0.2328,0.2,0.225,231352067.5
2024-01-23 16:00:00,0.225,0.232,0.2187,0.2228,121191146.9
2024-01-23 20:00:00,0.2228,0.2567,0.2203,0.2521,107977341.7
2024-01-24 00:00:00,0.2521,0.2592,0.2369,0.2411,102675302.9
2024-01-24 04:00:00,0.2411,0.2473,0.2324,0.2367,77041932.2
2024-01-24 08:00:00,0.2367,0.2477,0.23,0.242,87286175.4
2024-01-24 12:00:00,0.2419,0.2581,0.2324,0.2376,132378587.6
